id,year,driver_id,points
386,1959,66,73
387,1959,267,12
388,1959,263,3
389,1959,107,68
390,1959,271,60
391,1959,65,40
392,1959,130,24
393,1959,278,4
394,1959,290,1
395,1959,296,45
396,1959,203,14
397,1959,276,5
398,1959,237,85
399,1959,297,1
400,1959,98,25
401,1959,54,18
402,1959,176,15
403,1959,35,12
404,1959,283,10
405,1959,228,8
406,1959,42,6
407,1959,140,4
408,1959,39,2
409,1959,282,1
410,1959,232,20
411,1959,249,4
412,1959,293,1
413,1959,277,8
414,1959,250,8
415,1959,304,6
416,1960,220,137
417,1960,271,121
418,1960,232,41
419,1960,270,70
420,1960,307,35
421,1960,308,8
422,1960,289,75
423,1960,269,21
424,1960,107,77
425,1960,250,56
426,1960,312,34
427,1960,291,22
428,1960,263,4
429,1960,267,18
430,1960,66,15
431,1960,166,12
432,1960,246,26
433,1960,313,2
434,1960,63,1
435,1960,319,18
436,1960,237,32
437,1960,296,1
438,1960,54,25
439,1960,98,18
440,1960,283,15
441,1960,300,12
442,1960,176,10
443,1960,140,8
444,1960,321,6
445,1960,241,4
446,1960,322,2
447,1960,242,1
448,1960,309,15
449,1960,287,12
450,1960,183,8
451,1960,186,6
452,1960,325,4
453,1960,185,2
454,1960,326,1
455,1960,203,8
456,1960,238,4
457,1960,254,2
458,1960,277,1
459,1960,330,6
460,1960,130,4
461,1960,310,1
462,1961,270,118
463,1961,250,98
464,1961,312,62
465,1961,232,12
466,1961,319,26
467,1961,296,85
468,1961,246,30
469,1961,107,66
470,1961,333,16
471,1961,254,1
472,1961,307,49
473,1961,220,20
474,1961,269,22
475,1961,237,29
476,1961,130,21
477,1961,271,57
478,1961,289,38
479,1961,66,8
480,1961,267,4
481,1961,183,2
482,1961,263,6
483,1961,334,4
484,1961,338,1
485,1961,337,25
486,1961,291,1
487,1961,349,4
488,1961,350,2
489,1961,351,1
490,1962,307,89
491,1962,269,158
492,1962,270,48
493,1962,345,20
494,1962,319,68
495,1962,220,46
496,1962,263,23
497,1962,66,10
498,1962,308,2
499,1962,353,1
500,1962,335,26
501,1962,337,23
502,1962,336,65
503,1962,246,31
504,1962,333,5
505,1962,271,110
506,1962,254,14
507,1962,296,52
508,1962,289,14
509,1962,359,8
510,1962,312,43
511,1962,360,4
512,1962,361,2
513,1962,362,1
514,1962,334,19
515,1962,309,18
516,1962,344,2
517,1962,349,2
518,1962,367,1
519,1963,307,212
520,1963,271,60
521,1963,296,69
522,1963,312,118
523,1963,246,52
524,1963,263,21
525,1963,336,50
526,1963,356,4
527,1963,319,72
528,1963,289,26
529,1963,370,8
530,1963,353,18
531,1963,330,31
532,1963,335,17
533,1963,269,107
534,1963,334,31
535,1963,369,12
536,1963,372,5
537,1963,360,2
538,1963,220,60
539,1963,66,6
540,1963,371,12
541,1963,348,1
542,1963,381,6
543,1963,351,6
544,1964,307,103
545,1964,271,56
546,1964,220,44
547,1964,312,96
548,1964,269,126
549,1964,296,60
550,1964,335,14
551,1964,337,15
552,1964,384,44
553,1964,289,22
554,1964,319,119
555,1964,369,11
556,1964,373,35
557,1964,270,22
558,1964,246,20
559,1964,334,83
560,1964,380,32
561,1964,336,20
562,1964,372,20
563,1964,353,37
564,1964,370,2
565,1964,66,10
566,1964,371,2
567,1964,352,10
568,1964,382,8
569,1964,383,1
570,1965,307,151
571,1965,390,112
572,1965,271,46
573,1965,220,41
574,1965,269,151
575,1965,312,47
576,1965,380,55
577,1965,353,40
578,1965,334,62
579,1965,296,90
580,1965,392,26
581,1965,319,66
582,1965,289,3
583,1965,246,28
584,1965,387,4
585,1965,394,3
586,1965,377,1
587,1965,373,4
588,1965,391,17
589,1965,388,24
590,1965,254,4
591,1965,382,16
592,1965,397,2
593,1965,389,10
594,1966,319,83
595,1966,388,85
596,1966,334,49
597,1966,220,130
598,1966,312,22
599,1966,269,60
600,1966,307,52
601,1966,390,47
602,1966,380,20
603,1966,246,14
604,1966,386,16
605,1966,398,3
606,1966,392,63
607,1966,271,18
608,1966,400,6
609,1966,397,20
610,1966,370,25
611,1966,399,36
612,1966,373,14
613,1966,384,18
614,1966,395,2
615,1966,296,26
616,1966,369,4
617,1966,402,4
618,1966,403,2
619,1966,404,1
620,1966,353,12
621,1966,389,4
622,1967,296,40
623,1967,390,33
624,1967,369,88
625,1967,388,24
626,1967,380,52
627,1967,307,123
628,1967,353,31
629,1967,373,16
630,1967,382,63
631,1967,398,6
632,1967,220,152
633,1967,392,161
634,1967,399,10
635,1967,370,8
636,1967,400,24
637,1967,319,72
638,1967,409,7
639,1967,405,8
640,1967,360,18
641,1967,269,48
642,1967,271,18
643,1967,408,8
644,1967,414,10
645,1967,246,21
646,1967,402,12
647,1967,391,1
648,1967,419,4
649,1968,269,143
650,1968,392,116
651,1968,420,15
652,1968,370,24
653,1968,402,52
654,1968,271,79
655,1968,382,68
656,1968,408,94
657,1968,390,124
658,1968,414,25
659,1968,308,23
660,1968,353,55
661,1968,410,10
662,1968,369,39
663,1968,391,30
664,1968,246,22
665,1968,319,47
666,1968,406,28
667,1968,307,25
668,1968,388,30
669,1968,360,2
670,1968,413,18
671,1968,422,26
672,1968,220,11
673,1968,296,14
674,1968,403,1
675,1968,429,2
676,1969,390,180
677,1969,271,102
678,1969,402,84
679,1969,392,82
680,1969,319,27
681,1969,408,120
682,1969,353,55
683,1969,369,15
684,1969,220,53
685,1969,269,77
686,1969,422,25
687,1969,388,70
688,1969,406,57
689,1969,431,1
690,1969,414,14
691,1969,379,4
692,1969,391,20
693,1969,382,24
694,1969,410,14
695,1969,429,10
696,1969,407,6
697,1969,432,4
698,1969,433,2
699,1969,434,1
700,1969,413,12
701,1969,331,8
702,1970,390,78
703,1970,271,18
704,1970,428,15
705,1970,269,39
706,1970,413,10
707,1970,382,86
708,1970,369,93
709,1970,402,74
710,1970,438,18
711,1970,432,51
712,1970,429,63
713,1970,353,19
714,1970,408,124
715,1970,388,125
716,1970,440,103
717,1970,319,24
718,1970,431,20
719,1970,439,10
720,1970,220,77
721,1970,392,105
722,1970,435,22
723,1970,442,41
724,1970,414,16
725,1970,441,9
726,1970,360,4
727,1970,425,4
728,1970,296,8
729,1970,444,15
730,1970,426,8
731,1970,436,1
732,1971,390,178
733,1971,408,66
734,1971,369,44
735,1971,382,32
736,1971,392,42
737,1971,402,26
738,1971,435,91
739,1971,441,34
740,1971,443,26
741,1971,446,34
742,1971,440,53
743,1971,439,114
744,1971,319,34
745,1971,353,69
746,1971,448,4
747,1971,269,21
748,1971,442,68
749,1971,429,24
750,1971,432,25
751,1971,444,46
752,1971,414,8
753,1971,428,37
754,1971,420,6
755,1971,372,12
756,1971,246,1
757,1971,409,1
758,1971,461,15
759,1972,442,176
760,1972,408,90
761,1972,440,59
762,1972,425,18
763,1972,385,91
764,1972,462,20
765,1972,463,18
766,1972,443,20
767,1972,451,3
768,1972,269,32
769,1972,435,53
770,1972,392,137
771,1972,372,50
772,1972,369,61
773,1972,446,27
774,1972,439,65
775,1972,453,6
776,1972,390,136
777,1972,464,22
778,1972,429,4
779,1972,465,8
780,1972,454,9
781,1972,432,2
782,1972,402,35
783,1972,428,26
784,1972,420,22
785,1972,441,8
786,1972,452,5
787,1972,467,6
788,1972,468,2
789,1972,444,1
790,1973,442,175
791,1973,435,156
792,1973,469,25
793,1973,385,139
794,1973,402,44
795,1973,392,117
796,1973,452,12
797,1973,429,5
798,1973,440,41
799,1973,463,19
800,1973,390,221
801,1973,425,22
802,1973,454,16
803,1973,369,9
804,1973,462,38
805,1973,269,3
806,1973,470,61
807,1973,448,10
808,1973,446,19
809,1973,408,69
810,1973,465,38
811,1973,450,2
812,1973,439,151
813,1973,464,80
814,1973,372,13
815,1973,468,2
816,1973,414,20
817,1973,471,2
818,1973,477,6
819,1974,454,114
820,1974,440,173
821,1974,442,182
822,1974,479,28
823,1974,468,152
824,1974,392,91
825,1974,420,6
826,1974,467,78
827,1974,372,63
828,1974,470,60
829,1974,402,40
830,1974,269,28
831,1974,480,13
832,1974,443,2
833,1974,475,42
834,1974,439,115
835,1974,474,4
836,1974,464,112
837,1974,446,4
838,1974,429,3
839,1974,408,50
840,1974,462,46
841,1974,484,13
842,1974,409,8
843,1974,455,34
844,1974,487,2
845,1974,465,22
846,1974,481,10
847,1974,492,4
848,1974,477,6
849,1974,369,2
850,1974,428,6
851,1974,497,1
852,1975,477,104
853,1975,408,28
854,1975,464,136
855,1975,455,16
856,1975,480,51
857,1975,498,14
858,1975,499,26
859,1975,475,9
860,1975,454,213
861,1975,468,88
862,1975,467,67
863,1975,440,95
864,1975,484,53
865,1975,442,146
866,1975,462,84
867,1975,501,2
868,1975,470,121
869,1975,461,34
870,1975,448,9
871,1975,269,1
872,1975,428,29
873,1975,502,11
874,1975,439,36
875,1975,432,6
876,1975,511,1
877,1975,508,6
878,1975,507,1
879,1975,489,18
880,1975,479,4
881,1975,463,1
882,1976,470,205
883,1976,454,207
884,1976,516,48
885,1976,464,14
886,1976,369,14
887,1976,462,51
888,1976,408,12
889,1976,484,70
890,1976,502,43
891,1976,515,1
892,1976,440,119
893,1976,489,78
894,1976,468,171
895,1976,477,96
896,1976,475,87
897,1976,517,4
898,1976,455,17
899,1976,428,83
900,1976,480,19
901,1976,467,136
902,1976,479,40
903,1976,513,2
904,1976,442,26
905,1976,508,14
906,1976,439,42
907,1976,429,2
908,1976,507,1
909,1976,501,1
910,1976,465,2
911,1976,527,2
912,1976,432,8
913,1977,428,148
914,1977,464,158
915,1977,468,172
916,1977,477,101
917,1977,516,76
918,1977,479,69
919,1977,489,89
920,1977,439,39
921,1977,524,6
922,1977,507,5
923,1977,454,220
924,1977,480,54
925,1977,502,88
926,1977,470,132
927,1977,467,76
928,1977,508,2
929,1977,519,10
930,1977,442,47
931,1977,533,28
932,1977,490,1
933,1977,462,18
934,1977,440,42
935,1977,513,8
936,1977,522,6
937,1977,455,16
938,1977,531,13
939,1977,475,40
940,1977,414,2
941,1977,532,12
942,1977,408,1
943,1977,503,1
944,1977,537,2
945,1977,482,6
946,1977,525,8
947,1977,535,6
948,1978,428,195
949,1978,439,159
950,1978,489,101
951,1978,468,87
952,1978,475,110
953,1978,470,46
954,1978,480,16
955,1978,502,53
956,1978,477,8
957,1978,534,77
958,1978,464,162
959,1978,540,52
960,1978,507,14
961,1978,536,10
962,1978,541,6
963,1978,454,134
964,1978,442,82
965,1978,533,60
966,1978,467,113
967,1978,440,21
968,1978,532,53
969,1978,479,10
970,1978,455,4
971,1978,432,4
972,1978,538,9
973,1978,514,13
974,1978,544,13
975,1978,543,2
976,1978,542,1
977,1979,467,75
978,1979,464,98
979,1979,428,60
980,1979,468,201
981,1979,455,66
982,1979,540,70
983,1979,534,173
984,1979,477,40
985,1979,541,61
986,1979,532,13
987,1979,489,117
988,1979,475,79
989,1979,479,14
990,1979,442,24
991,1979,549,4
992,1979,502,131
993,1979,543,32
994,1979,408,18
995,1979,538,8
996,1979,550,24
997,1979,440,112
998,1979,514,30
999,1979,533,9
1000,1979,544,4
1001,1979,454,20
1002,1979,470,4
1003,1979,542,2
1004,1979,554,6
1005,1979,553,6
1006,1980,540,116
1007,1980,502,209
1008,1980,464,169
1009,1980,541,101
1010,1980,455,42
1011,1980,534,50
1012,1980,542,36
1013,1980,468,21
1014,1980,544,31
1015,1980,550,54
1016,1980,543,172
1017,1980,489,119
1018,1980,555,46
1019,1980,428,24
1020,1980,552,11
1021,1980,536,20
1022,1980,553,11
1023,1980,532,36
1024,1980,477,32
1025,1980,538,15
1026,1980,475,34
1027,1980,514,26
1028,1980,442,27
1029,1980,440,2
1030,1980,531,2
1031,1981,534,84
1032,1981,489,147
1033,1981,475,109
1034,1981,464,162
1035,1981,550,88
1036,1981,558,41
1037,1981,502,149
1038,1981,428,33
1039,1981,541,52
1040,1981,536,35
1041,1981,546,50
1042,1981,540,50
1043,1981,555,126
1044,1981,543,166
1045,1981,538,48
1046,1981,564,8
1047,1981,565,8
1048,1981,552,28
1049,1981,566,2
1050,1981,569,9
1051,1981,532,40
1052,1981,455,17
1053,1981,542,3
1054,1981,533,15
1055,1981,544,10
1056,1981,561,18
1057,1981,563,6
1058,1981,503,1
1059,1982,475,131
1060,1982,542,155
1061,1982,546,57
1062,1982,550,93
1063,1982,543,65
1064,1982,563,14
1065,1982,552,37
1066,1982,572,6
1067,1982,489,25
1068,1982,540,126
1069,1982,454,103
1070,1982,544,60
1071,1982,573,23
1072,1982,566,113
1073,1982,533,86
1074,1982,555,116
1075,1982,558,45
1076,1982,562,11
1077,1982,569,7
1078,1982,477,15
1079,1982,455,14
1080,1982,536,19
1081,1982,503,21
1082,1982,541,84
1083,1982,464,18
1084,1982,564,14
1085,1982,561,27
1086,1982,532,68
1087,1982,428,15
1088,1982,575,4
1089,1982,570,1
1090,1982,534,18
1091,1983,543,183
1092,1983,555,183
1093,1983,558,49
1094,1983,561,52
1095,1983,570,52
1096,1983,536,20
1097,1983,532,49
1098,1983,562,6
1099,1983,541,160
1100,1983,546,84
1101,1983,533,137
1102,1983,542,102
1103,1983,489,64
1104,1983,550,12
1105,1983,581,9
1106,1983,475,87
1107,1983,573,26
1108,1983,566,43
1109,1983,560,6
1110,1983,552,42
1111,1983,572,10
1112,1983,454,49
1113,1983,563,12
1114,1983,455,16
1115,1983,578,16
1116,1983,582,1
1117,1983,580,20
1118,1984,555,226
1119,1984,566,106
1120,1984,543,99
1121,1984,454,209
1122,1984,541,122
1123,1984,532,40
1124,1984,561,32
1125,1984,573,12
1126,1984,578,32
1127,1984,584,15
1128,1984,570,78
1129,1984,542,79
1130,1984,550,145
1131,1984,587,70
1132,1984,533,62
1133,1984,552,19
1134,1984,579,11
1135,1984,558,58
1136,1984,574,39
1137,1984,586,2
1138,1984,546,18
1139,1984,567,24
1140,1984,489,30
1141,1984,582,6
1142,1984,562,9
1143,1984,560,12
1144,1984,585,10
1145,1984,589,8
1146,1984,588,6
1147,1984,581,2
1148,1985,558,118
1149,1985,587,123
1150,1985,542,129
1151,1985,555,233
1152,1985,550,135
1153,1985,578,65
1154,1985,475,6
1155,1985,590,22
1156,1985,532,5
1157,1985,589,37
1158,1985,543,81
1159,1985,570,42
1160,1985,552,41
1161,1985,454,47
1162,1985,566,164
1163,1985,593,30
1164,1985,541,12
1165,1985,533,61
1166,1985,489,68
1167,1985,560,112
1168,1985,586,2
1169,1985,595,30
1170,1985,546,3
1171,1985,561,13
1172,1985,588,8
1173,1985,567,2
1174,1985,592,12
1175,1985,594,4
1176,1986,587,174
1177,1986,558,223
1178,1986,555,233
1179,1986,542,88
1180,1986,574,22
1181,1986,589,74
1182,1986,578,29
1183,1986,533,24
1184,1986,560,93
1185,1986,566,60
1186,1986,489,65
1187,1986,532,26
1188,1986,552,6
1189,1986,543,217
1190,1986,541,77
1191,1986,593,48
1192,1986,590,32
1193,1986,550,4
1194,1986,596,34
1195,1986,570,13
1196,1986,579,10
1197,1986,502,23
1198,1986,591,14
1199,1986,588,4
1200,1986,586,14
1201,1986,561,4
1202,1987,558,183
1203,1987,555,154
1204,1987,560,127
1205,1987,543,228
1206,1987,587,190
1207,1987,586,29
1208,1987,590,38
1209,1987,546,50
1210,1987,600,51
1211,1987,570,20
1212,1987,561,19
1213,1987,541,11
1214,1987,567,14
1215,1987,602,5
1216,1987,589,116
1217,1987,578,75
1218,1987,566,64
1219,1987,591,22
1220,1987,579,60
1221,1987,574,65
1222,1987,532,31
1223,1987,592,11
1224,1987,593,16
1225,1987,605,12
1226,1987,606,8
1227,1988,555,301
1228,1988,558,36
1229,1988,597,64
1230,1988,587,275
1231,1988,532,56
1232,1988,589,147
1233,1988,609,41
1234,1988,543,97
1235,1988,578,129
1236,1988,599,15
1237,1988,592,74
1238,1988,570,90
1239,1988,546,48
1240,1988,593,6
1241,1988,586,6
1242,1988,590,8
1243,1988,566,92
1244,1988,600,33
1245,1988,560,5
1246,1988,561,19
1247,1988,579,28
1248,1988,594,14
1249,1988,605,16
1250,1988,612,2
1251,1988,610,5
1252,1988,541,1
1253,1988,603,2
1254,1988,607,4
1255,1989,587,174
1256,1989,589,61
1257,1989,555,245
1258,1989,616,37
1259,1989,532,136
1260,1989,586,10
1261,1989,561,33
1262,1989,543,62
1263,1989,570,49
1264,1989,579,28
1265,1989,558,116
1266,1989,578,129
1267,1989,597,119
1268,1989,609,34
1269,1989,560,29
1270,1989,594,38
1271,1989,617,17
1272,1989,621,22
1273,1989,600,27
1274,1989,618,20
1275,1989,566,26
1276,1989,610,12
1277,1989,546,49
1278,1989,599,34
1279,1989,593,36
1280,1989,608,20
1281,1989,541,12
1282,1989,607,18
1283,1989,591,16
1284,1990,555,225
1285,1990,558,118
1286,1990,597,85
1287,1990,578,130
1288,1990,532,105
1289,1990,615,37
1290,1990,603,17
1291,1990,609,16
1292,1990,605,2
1293,1990,566,5
1294,1990,587,231
1295,1990,589,157
1296,1990,543,169
1297,1990,592,31
1298,1990,616,72
1299,1990,622,40
1300,1990,599,29
1301,1990,600,28
1302,1990,594,14
1303,1990,608,18
1304,1990,570,29
1305,1990,624,14
1306,1990,617,1
1307,1990,628,6
1308,1990,561,1
1309,1990,586,5
1310,1990,606,24
1311,1991,558,205
1312,1991,555,118
1313,1991,532,176
1314,1991,616,87
1315,1991,587,287
1316,1991,629,26
1317,1991,609,22
1318,1991,619,19
1319,1991,630,4
1320,1991,593,13
1321,1991,589,145
1322,1991,543,115
1323,1991,606,49
1324,1991,631,12
1325,1991,621,8
1326,1991,617,23
1327,1991,618,1
1328,1991,626,22
1329,1991,633,14
1330,1991,578,21
1331,1991,620,33
1332,1991,608,45
1333,1991,600,15
1334,1991,594,36
1335,1991,592,12
1336,1991,561,62
1337,1991,632,7
1338,1991,622,10
1339,1991,599,1
1340,1991,612,8
1341,1991,635,2
1342,1991,615,8
1343,1991,603,6
1344,1991,607,4
1345,1992,558,279
1346,1992,629,181
1347,1992,616,74
1348,1992,589,157
1349,1992,566,75
1350,1992,594,26
1351,1992,615,22
1352,1992,634,17
1353,1992,587,150
1354,1992,592,21
1355,1992,532,177
1356,1992,593,146
1357,1992,633,67
1358,1992,619,23
1359,1992,561,50
1360,1992,635,1
1361,1992,626,11
1362,1992,640,4
1363,1992,632,41
1364,1992,578,23
1365,1992,621,22
1366,1992,637,2
1367,1992,609,7
1368,1992,620,8
1369,1992,636,14
1370,1992,608,14
1371,1992,618,4
1372,1993,587,207
1373,1993,641,204
1374,1993,555,271
1375,1993,621,52
1376,1993,532,88
1377,1993,642,16
1378,1993,636,44
1379,1993,630,18
1380,1993,632,17
1381,1993,643,20
1382,1993,629,160
1383,1993,644,41
1384,1993,589,62
1385,1993,631,66
1386,1993,615,9
1387,1993,593,81
1388,1993,619,44
1389,1993,586,25
1390,1993,616,69
1391,1993,570,29
1392,1993,634,40
1393,1993,578,2
1394,1993,640,1
1395,1993,594,11
1396,1993,561,1
1397,1993,645,7
1398,1993,633,15
1399,1993,647,8
1400,1994,629,236
1401,1994,641,252
1402,1994,633,99
1403,1994,647,36
1404,1994,589,131
1405,1994,650,56
1406,1994,640,34
1407,1994,621,27
1408,1994,651,55
1409,1994,616,94
1410,1994,631,39
1411,1994,594,33
1412,1994,622,29
1413,1994,630,2
1414,1994,625,1
1415,1994,653,44
1416,1994,655,58
1417,1994,626,20
1418,1994,566,16
1419,1994,643,81
1420,1994,634,20
1421,1994,632,29
1422,1994,646,5
1423,1994,636,42
1424,1994,593,67
1425,1994,656,12
1426,1994,561,20
1427,1994,619,17
1428,1994,649,2
1429,1994,558,37
1430,1994,658,1
1431,1994,603,18
1432,1995,629,268
1433,1995,616,137
1434,1995,655,154
1435,1995,643,58
1436,1995,621,167
1437,1995,647,54
1438,1995,593,39
1439,1995,633,68
1440,1995,646,13
1441,1995,658,48
1442,1995,589,122
1443,1995,641,196
1444,1995,651,86
1445,1995,650,94
1446,1995,631,72
1447,1995,640,11
1448,1995,652,2
1449,1995,615,12
1450,1995,665,6
1451,1995,664,10
1452,1995,594,12
1453,1995,666,25
1454,1995,645,13
1455,1995,626,25
1456,1995,663,6
1457,1995,660,6
1458,1995,634,1
1459,1995,668,1
1460,1995,558,1
1461,1995,620,4
1462,1996,669,226
1463,1996,629,173
1464,1996,655,83
1465,1996,641,258
1466,1996,643,74
1467,1996,593,53
1468,1996,621,38
1469,1996,633,140
1470,1996,589,87
1471,1996,664,28
1472,1996,616,164
1473,1996,650,50
1474,1996,658,43
1475,1996,640,13
1476,1996,670,8
1477,1996,646,4
1478,1996,647,59
1479,1996,653,13
1480,1996,651,72
1481,1996,665,1
1482,1996,667,1
1483,1996,645,1
1484,1996,671,4
1485,1997,633,105
1486,1997,655,120
1487,1997,669,222
1488,1997,589,113
1489,1997,647,95
1490,1997,650,151
1491,1997,651,73
1492,1997,621,91
1493,1997,668,9
1494,1997,673,29
1495,1997,616,143
1496,1997,629,229
1497,1997,671,97
